Type of Event,Event Verticals,Name of Event,Dates,Hours,Date of Last Year's Event,Date of Next Year's Event,Country,City,Venue,# Atendees of Last Event,# Exhibitors of Last Event,URL,Phone Number,E-mail,About the Event,Exhibitors,Attendees,Exhibitor Info,Link to Photos,Link to Videos,Facebook,Instagram,Linkedin,Twitter
Conference,Advertising,Product Marketing Summit Boston,16 Oct 2019-17 Oct 2019,08:45 AM - 05:00 PM (16 Oct 2019)|08:45 AM - 04:30 PM (17 Oct 2019),,Oct-20,USA,Boston,Courtyard Boston Downtown,300,,https://productmarketingworld.com/location/boston,+1 310 734 8479,jking@teamsequel.io,"Inspiring Content Created and Delivered by Pioneering Product Marketers

In September 2019, Product Marketing Summit will assemble the largest gathering of PMMs from the worlds largest companies and most exciting startups in San Francisco to share Product Marketing success stories, experiences and challenges of those positioned at the intersection of product, marketing & sales.

https://productmarketingworld.com/location/boston/whyattend",,"Eligibility Criteria: Open to industry professionals
Fees: PMM Team - $795
Silver Pass - $995
Gold Pass - $1.195
Platinum Pass - $1.395
Attendee Registration","Partnership opportunities available
Contact required for further information
Partnership Registration",,,https://www.facebook.com/groups/productmarketingworld,,https://www.facebook.com/groups/productmarketingworld,https://twitter.com/PMMworld
Conference,Advertising,Product Marketing Summit Chicago,11 Nov 2019-12 Nov 2019,09:00 AM - 05:00 PM (11 Nov 2019)|09:00 AM - 04:30 PM (12 Nov 2019),,Nov-20,USA,Chicago,Morningstar Global HQ,300,,https://productmarketingworld.com/location/chicago,+1 310 734 8479,jking@teamsequel.io,"Inspiring Content Created and Delivered by Pioneering Product Marketers

In November 2019, Product Marketing Summit will assemble the largest gathering of PMMs from the worlds largest companies and most exciting startups in San Francisco to share Product Marketing success stories, experiences and challenges of those positioned at the intersection of product, marketing & sales.

https://productmarketingworld.com/location/chicago/whyattend",,"Eligibility Criteria: Open to industry professionals
Fees: PMM Team - $695
Silver Pass - $795
Gold Pass - $995
Platinum Pass - $1.195
Attendee Registration","Partnership opportunities available
Contact required for further information
Partnership Registration",,,https://www.facebook.com/groups/productmarketingworld,,https://www.facebook.com/groups/productmarketingworld,https://twitter.com/PMMworld
Conference,Advertising,Product Marketing Summit London,3 Dec 2019-4 Dec 2019,09:00 AM - 05:45 PM (3 Dec 2019)|09:00 AM - 05:00 PM (4 Dec 2019),,Dec-20,United Kingdom,London,TBD,300,,https://productmarketingworld.com/location/london,+1 310 734 8479,jking@teamsequel.io,"Inspiring Content Created and Delivered by Pioneering Product Marketers

In December 2019, Product Marketing Summit will assemble the largest gathering of PMMs from the worlds largest companies and most exciting startups in San Francisco to share Product Marketing success stories, experiences and challenges of those positioned at the intersection of product, marketing & sales.

https://productmarketingworld.com/location/london/whyattend",,"Eligibility Criteria: Open to industry professionals
Fees: PMM Team - 695 + VAT
Silver Pass - 795 + VAT
Gold Pass - 995 + VAT
Platinum Pass - 1.195 + VAT
Attendee Registration","Partnership opportunities available
Contact required for further information
Partnership Registration",,,https://www.facebook.com/groups/productmarketingworld,,https://www.facebook.com/groups/productmarketingworld,https://twitter.com/PMMworld
Conference,Advertising,Product Marketing Summit Dublin,23 Jan 2020-24 Jan 2020,09:00 AM - 05:45 PM (23 Jan 2020)|09:00 AM - 05:00 PM (24 Jan 2020),,Jan-21,Ireland,Dublin,TBD,300,,https://productmarketingworld.com/location/dublin,+1 310 734 8479,jking@teamsequel.io,"Inspiring Content Created and Delivered by Pioneering Product Marketers

In January 2020, Product Marketing Summit will assemble the largest gathering of PMMs from the worlds largest companies and most exciting startups in San Francisco to share Product Marketing success stories, experiences and challenges of those positioned at the intersection of product, marketing & sales.

https://productmarketingworld.com/location/dublin",,"Eligibility Criteria: Open to industry professionals
Fees: PMM Team - 695
Silver Pass - 795
Gold Pass - 995
Platinum Pass - 1.195
Attendee Registration","Partnership opportunities available
Contact required for further information
Partnership Registration",,,https://www.facebook.com/groups/productmarketingworld,,https://www.facebook.com/groups/productmarketingworld,https://twitter.com/PMMworld
Conference,Advertising,Product Marketing Summit Vancouver,16 Apr 2020-17 Apr 2020,09:00 AM - 05:45 PM (16 Apr 2020)|09:00 AM - 05:00 PM (17 Apr 2020),,Apr-21,Canada,Vancouver,TBD,300,,https://productmarketingworld.com/location/vancouver,+1 310 734 8479,jking@teamsequel.io,"Inspiring Content Created and Delivered by Pioneering Product Marketers

In January 2020, Product Marketing Summit will assemble the largest gathering of PMMs from the worlds largest companies and most exciting startups in San Francisco to share Product Marketing success stories, experiences and challenges of those positioned at the intersection of product, marketing & sales.

https://productmarketingworld.com/location/vancouver/whyattend",,"Eligibility Criteria: Open to industry professionals
Fees: PMM Team - $795
Silver Pass - $795
Gold Pass - $995
Platinum Pass - $1.195
Attendee Registration","Partnership opportunities available
Contact required for further information
Partnership Registration",,,https://www.facebook.com/groups/productmarketingworld,,https://www.facebook.com/groups/productmarketingworld,https://twitter.com/PMMworld
Conference,Advertising,Wpromote Challenger Summit,16 Sep 2019-17 Sep 2019,05:00 PM - 08:00 PM (16 Sep 2019)|07:30 AM - 06:00 PM (17 Sep 2019),24-25 Sep 2018,Sep-20,USA,Santa Monica,Fairmont Miramar Hotel,,,https://www.wpromote.com/challenger-summit-2019,+1 866 977 6668,events@wpromote.com,"The Day That Will Change You and Your Business

Challenger Summit 2019 is connecting digital innovators with disruptive marketing tactics and bold ideas that will make them leaders of the future. This great event focuses on delivering the best digital marketing campaigns possible.

https://www.wpromote.com/challenger-summit-2019",,"Eligibility Criteria: Open to industry professionals
Fees: Challenger Summit Admission - $995
Add-On: Workshops At Wpromote HQ - $200","Sponsorship opportunities available
Contact required for further information
events@wpromote.com",,https://youtube.com/user/Wpromote,https://www.facebook.com/wpromote,https://instagram.com/wpromoteofficial,https://www.linkedin.com/company/wpromote,https://twitter.com/wpromote
Conference,Advertising,The Digital Transformation Conference Manchester,12 Sep 2019,08:30 AM - 06:00 PM,12-Sep-18,Sep-20,United Kingdom,Manchester,etc.venues,,,http://www.digitaltransformationmanchester.co.uk/,,hello@roar-media.co.uk,"Bringing Digital Business Innovators Together

The Digital Transformation Conference brings together leaders spearheading digital initiatives in their organisations to offer insights, education and case studies on what can be a confusing environment.

http://www.digitaltransformationmanchester.co.uk/",,"Eligibility Criteria: Open to industry professionals
Fees: Super-Early-Bird - 149","Sponsorship opportunities available
Contact required for further information
sam@roar-media.co.uk",,,,,https://www.linkedin.com/company/roar-media-uk/,https://twitter.com/Roar_Digital
Conference,Advertising,Benchmark Search Conference,11 Sep 2019,08:45 AM - 04:45 PM,05-Sep-18,Sep-20,United Kingdom,Manchester,Hilton Deansgate,,6,https://benchmarkconference.click.co.uk,+44 1706 828855,alex.rimmer@dontpanicprojects.com,"Exclusive Event Designed for Senior In-House Marketing Professionals

Benchmark is the Norths leading search marketing event, offering an inspiring, engaging and entertaining day where world-class experts discuss the latest strategies and techniques, and share their own success stories.

https://benchmarkconference.click.co.uk/about/","Click Consult,Ahrefs,Ceuta Group,Oncrawl,Digital Agency Network,The Juice Academy","Eligibility Criteria: Open to industry professionals
Fees: Free
Attendee Registration","Sponsorship Fees: Packages vary between 2.000 + VAT - 5.000 + VAT
Exhibitor Fees: Exhibitor package - 950 + VAT",https://www.flickr.com/photos/132729366@N06/albums/72157701211929775,https://www.click.co.uk/benchmark-search-conference-2018-video-presentations,,,,https://twitter.com/BenchmarkConf
Conference,Advertising,Intrigue Summit London,1 May 2020,08:50 AM - 06:00 PM,,TBD,United Kingdom,London,One Moorgate Place (expected),,,https://www.salesgasm.com/intrigue2020london,+1 646 810 3891,info@salesgasm.com,"The World's Most Intimate Digital Marketing Summit

For over 4 years, Intrigue is Intriguing marketers all across the globe. Marketers attend this unique event to learn as well as inspire. The audience members get involved not just in asking questions, but also give their perspective on a point discussed by the speakers. Marketers also attend this event to network and find solutions to their marketing problems. It is a themed as the digital marketing buyers and suppliers rendezvous for a reason.

https://www.salesgasm.com/intrigue2020london",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for further information","Sponsorship and exhibition opportunities available
Contact required for further information",https://www.salesgasm.com/imagegallery,https://www.salesgasm.com/imagegallery,https://www.facebook.com/salesgasm,https://www.instagram.com/salesgasm/,https://www.linkedin.com/company/salesgasm,https://twitter.com/salesgasm
Conference,Advertising,Intrigue Summit Singapore,1 Oct 2019,08:45 AM - 06:00 PM,30-May-18,TBD,Singapore,,HotelRamadaatZhongshan Park (expected,,,https://www.salesgasm.com/intrigue2019singapore,+1 646 810 3891,info@salesgasm.com,"The World's Most Intimate Digital Marketing Summit

For over 4 years, Intrigue is Intriguing marketers all across the globe. Marketers attend this unique event to learn as well as inspire. The audience members get involved not just in asking questions, but also give their perspective on a point discussed by the speakers. Marketers also attend this event to network and find solutions to their marketing problems. It is a themed as the digital marketing buyers and suppliers rendezvous for a reason.

https://www.salesgasm.com/intrigue2019singapore",,"Eligibility Criteria: Open to industry professionals
Fees: Contact required for further information
Attendee Registration","Sponsorship and exhibition opportunities available
Contact required for further information",https://www.salesgasm.com/imagegallery,https://www.salesgasm.com/imagegallery,https://www.facebook.com/salesgasm,https://www.instagram.com/salesgasm/,https://www.linkedin.com/company/salesgasm,https://twitter.com/salesgasm
Conference,Advertising,Intrigue Summit Ho Chi Minh City,30 Oct 2019,08:00 AM - 05:00 PM,,TBD,Vietnam,Ho Chi Minh City,TBD,,,https://www.salesgasm.com/intrigue2019hochiminhcity,+1 646 810 3891,info@salesgasm.com,"The World's Most Intimate Digital Marketing Summit

For over 4 years, Intrigue is Intriguing marketers all across the globe. Marketers attend this unique event to learn as well as inspire. The audience members get involved not just in asking questions, but also give their perspective on a point discussed by the speakers. Marketers also attend this event to network and find solutions to their marketing problems. It is a themed as the digital marketing buyers and suppliers rendezvous for a reason.

https://www.salesgasm.com/intrigue2019hochiminhcity",,"Eligibility Criteria: Open to industry professionals
Fees: All Access Pass
Early Bird 1 - $99 + Fee
Early Bird 2 - $199 + Fee
Standard Price - $299 + Fee
VIP Access Pass
Early Bird 1 - $199 + Fee
Early Bird 2 - $299 + Fee
Standard Price - $399 + Fee","Sponsorship and exhibition opportunities available
Contact required for further information",https://www.salesgasm.com/imagegallery,https://www.salesgasm.com/imagegallery,https://www.facebook.com/salesgasm,https://www.instagram.com/salesgasm/,https://www.linkedin.com/company/salesgasm,https://twitter.com/salesgasm
Conference,Advertising,Intrigue Summit Melbourne,5 Feb 2020-6 Feb 2020,08:00 AM - 06:00 PM (5 Feb 2020)|08:45 AM - 02:00 PM (6 Feb 2020),27-Feb-19,Feb-21,Australia,Melbourne,TBD,,,https://www.salesgasm.com/intrigue2020melbourne,+1 646 810 3891,info@salesgasm.com,"The World's Most Intimate Digital Marketing Summit

For over 4 years, Intrigue is Intriguing marketers all across the globe. Marketers attend this unique event to learn as well as inspire. The audience members get involved not just in asking questions, but also give their perspective on a point discussed by the speakers. Marketers also attend this event to network and find solutions to their marketing problems. It is a themed as the digital marketing buyers and suppliers rendezvous for a reason.

https://www.salesgasm.com/intrigue2020melbourne",,"Eligibility Criteria: Open to industry professionals
Fees: Free Delegate Ballot Registration - Free
All Access Pass - $199 + Fees
Elite After Party Pass - $300 + Fees","Sponsorship and exhibition opportunities available
Contact required for further information",https://www.salesgasm.com/imagegallery,https://www.salesgasm.com/imagegallery,https://www.facebook.com/salesgasm,https://www.instagram.com/salesgasm/,https://www.linkedin.com/company/salesgasm,https://twitter.com/salesgasm
